model,lead_hours,mae,rmse,bias,n
pred_persist_27d,73,122.93758865248228,156.87787181966317,-22.948936170212765,1410
pred_persist_27d,74,123.14549325762952,157.1954116537644,-22.912704045422284,1409
pred_persist_27d,75,123.27130681818181,157.46909418993937,-22.907670454545453,1408
pred_persist_27d,76,123.3816631130064,157.68158607480038,-22.788912579957355,1407
pred_persist_27d,77,123.56116642958749,157.8859875480132,-22.60384068278805,1406
pred_persist_27d,78,123.74448398576513,158.05846704165745,-22.42491103202847,1405
pred_persist_27d,79,123.81339031339031,158.19386570059896,-22.213675213675213,1404
pred_persist_27d,80,123.9672131147541,158.33802721531438,-21.927298645759087,1403
pred_persist_27d,81,124.05563480741797,158.55903376890564,-21.646219686162624,1402
pred_persist_27d,82,124.09279086366881,158.73386433253182,-21.33190578158458,1401
pred_persist_27d,83,124.09785714285714,158.93493951928883,-21.106428571428573,1400
pred_persist_27d,84,124.11222301644031,159.14146673059963,-20.88134381701215,1399
pred_persist_27d,85,124.06294706723891,159.3263761417984,-20.696709585121603,1398
pred_persist_27d,86,124.01932712956335,159.5582282531765,-20.583392984967787,1397
pred_persist_27d,87,124.2134670487106,159.95706354409745,-20.5243553008596,1396
pred_persist_27d,88,124.41003584229391,160.34993095858488,-20.530465949820787,1395
pred_persist_27d,89,124.54232424677188,160.73558047074798,-20.60832137733142,1394
pred_persist_27d,90,124.63173007896626,161.15647646519278,-20.674802584350324,1393
pred_persist_27d,91,124.85416666666667,161.55444840316397,-20.713362068965516,1392
pred_persist_27d,92,125.07189072609633,161.95027904519992,-20.73544212796549,1391
pred_persist_27d,93,125.19856115107913,162.37342164761435,-20.79712230215827,1390
pred_persist_27d,94,125.3678905687545,162.72366343205508,-20.84809215262779,1389
pred_persist_27d,95,125.59654178674351,163.06624685861055,-20.835734870317,1388
pred_persist_27d,96,125.67483777937996,163.30415578399405,-20.89041095890411,1387
pred_blend,1,20.49804107073292,27.80908420530327,0.47572485948017934,1510
pred_blend,2,23.6410681461935,32.270172651488714,0.5654566573069051,1503
pred_blend,3,26.57141145458902,36.44909629031942,0.6390229707986479,1498
pred_blend,4,29.26748933225694,40.34502370069051,0.6466612847421962,1495
pred_blend,5,31.89745308310993,43.8900910524474,0.685645180090968,1492
pred_blend,6,34.637415110356535,47.20068709421534,0.7606465761177137,1488
pred_blend,7,37.08771982169602,50.24351843755839,0.8375691464920407,1483
pred_blend,8,39.423600386100404,53.09230470814282,0.9536196911197399,1480
pred_blend,9,41.70511648319497,55.88314363158663,0.9686208536005559,1478
pred_blend,10,43.86744271988174,58.688123487027866,1.0102857846759805,1476
pred_blend,11,46.03986531064445,61.4734952340918,1.0340520085146196,1474
pred_blend,12,48.010937617862254,64.06584465049,0.9814437655578193,1473
pred_blend,13,50.08314709467696,66.53239051657964,0.9326493295408116,1472
pred_blend,14,52.00975440935194,68.78692519115552,0.9440243027071744,1472
pred_blend,15,53.76096661490684,71.02830028621239,0.900873447204982,1472
pred_blend,16,55.689851588628756,73.25266611422087,0.8967913879598182,1472
pred_blend,17,57.603246791766374,75.47212166382293,0.8701415116103421,1473
pred_blend,18,59.57933594061775,77.70434076647928,0.7907654242157961,1474
pred_blend,19,61.59025909384415,79.94955505756982,0.8111211256994654,1472
pred_blend,20,63.50380952380955,82.07726512132284,0.8927619047619778,1470
pred_blend,21,65.31744951213979,84.08480663877853,0.8942797615363989,1469
pred_blend,22,67.24949639488197,86.05852523143102,0.8550589738958548,1469
pred_blend,23,68.99338213105207,87.927595557235,0.8906542777540566,1469
pred_blend,24,70.71389645776567,89.80375307723777,0.9710490463215259,1468
pred_blend,25,72.18371729237771,91.42727229296791,0.7705915813424332,1465
pred_blend,26,73.5421939124487,92.95783041989918,0.57482615139079,1462
pred_blend,27,74.99160958904109,94.50668793887294,0.2935787671232877,1460
pred_blend,28,76.42735482395977,96.08966029295195,0.06492912665751788,1458
pred_blend,29,77.67489411630038,97.5417194185663,-0.1971726190476157,1456
pred_blend,30,78.9381447730399,98.88478054394784,-0.48216127922971114,1454
pred_blend,31,80.11774707300276,100.16870938967175,-0.7253716138659325,1452
pred_blend,32,81.23460831610385,101.37633393173225,-0.9448081782678596,1451
pred_blend,33,82.1964224137931,102.50222926507669,-1.1553879310344828,1450
pred_blend,34,83.16629284564068,103.62972975534993,-1.3921095008051518,1449
pred_blend,35,84.18058672882137,104.72378021834474,-1.62451801335175,1448
pred_blend,36,85.15972702142363,105.82419142908957,-1.8746544574982722,1447
pred_blend,37,86.10583794375287,106.91440524170393,-2.088635315813736,1446
pred_blend,38,86.95125432525951,107.99166864394562,-2.270746828143022,1445
pred_blend,39,87.7864006232687,109.0513705525844,-2.5094788781163433,1444
pred_blend,40,88.56294756294756,110.13438485304091,-2.7758142758142745,1443
pred_blend,41,89.36279184003698,111.2176633206708,-3.0023549468331066,1442
pred_blend,42,90.07074080499653,112.2869872696037,-3.234168979875087,1441
pred_blend,43,90.70196035879628,113.34171974186225,-3.424356192129626,1440
pred_blend,44,91.19712763493166,114.32352980522467,-3.552235348621729,1439
pred_blend,45,91.70277729485396,115.29549523720966,-3.669788769123783,1438
pred_blend,46,92.1883263743911,116.18157799319472,-3.7430700533518877,1437
pred_blend,47,92.61635329619311,117.0507449277523,-3.7866469359331516,1436
pred_blend,48,92.99703832752613,117.86587210308254,-3.8973867595818814,1435
pred_blend,49,93.38469026034402,118.62993551828382,-4.01361285448628,1434
pred_blend,50,93.74504245173294,119.26528675352904,-4.080527448243783,1433
pred_blend,51,93.98592440642459,119.83440747790371,-4.180451291899441,1432
pred_blend,52,94.12689261588632,120.22398025926925,-4.237829023992543,1431
pred_blend,53,94.32424970862472,120.65665726093181,-4.297792832167836,1430
pred_blend,54,94.56031315605318,121.15478565461012,-4.432164100769769,1429
pred_blend,55,94.99085988562094,121.76126590554806,-4.5629012021475255,1428
pred_blend,56,95.49935762672271,122.51205943831607,-4.698259752394303,1427
pred_blend,57,96.06480101683029,123.23612536608599,-4.804106767180926,1426
pred_blend,58,96.72255847953215,124.02263490340988,-4.903347953216374,1425
pred_blend,59,97.33394779962546,124.84152818476569,-4.996503394194755,1424
pred_blend,60,97.97777582572031,125.64662437170733,-5.106026001405481,1423
pred_blend,61,98.55599507735583,126.4357162294587,-5.1989129160806336,1422
pred_blend,62,99.095076823833,127.1265977774794,-5.276111306591605,1421
pred_blend,63,99.71478873239437,127.82138382122073,-5.428080985915493,1420
pred_blend,64,100.21658444914257,128.58903060141205,-5.64188395583744,1419
pred_blend,65,100.71803008932768,129.40711204985112,-5.9462711565585336,1418
pred_blend,66,101.40225829216655,130.2243761511881,-6.283962597035991,1417
pred_blend,67,101.99141507768361,131.00155754792337,-6.585680025894535,1416
pred_blend,68,102.5991460541814,131.79877356985185,-6.866990577149586,1415
pred_blend,69,103.23534741867044,132.61610543439906,-7.184207036775106,1414
pred_blend,70,103.87418907761266,133.4676489685114,-7.538290280726583,1413
pred_blend,71,104.45091920443814,134.34436277107304,-7.923062736071763,1412
pred_blend,72,104.99433026222538,135.2331376032668,-8.249822820694543,1411
pred_blend,73,105.62469710401892,136.13635148932082,-8.550893912529547,1410
pred_blend,74,106.24055180979418,136.95915959478666,-8.799015259048973,1409
pred_blend,75,106.82978959517045,137.7326795963944,-9.073930220170455,1408
pred_blend,76,107.36952144041696,138.43120380942594,-9.254738213693447,1407
pred_blend,77,107.84192004504506,139.14503323842476,-9.367820945945944,1406
pred_blend,78,108.35707295373666,139.88849712778364,-9.47664590747331,1405
pred_blend,79,108.8370800688509,140.5938510705205,-9.554093957739795,1404
pred_blend,80,109.21590639106675,141.27145894993566,-9.576680921834159,1403
pred_blend,81,109.6710502853067,142.0294878219458,-9.62014087018545,1402
pred_blend,82,109.97883654532475,142.62513592857266,-9.492112776588161,1401
pred_blend,83,110.1292142857143,143.07473804923475,-9.24242857142858,1400
pred_blend,84,110.24857040743389,143.49802663189496,-8.988241601143681,1399
pred_blend,85,110.28783977110157,143.86428126349531,-8.783619456366246,1398
pred_blend,86,110.43829634931997,144.24359460587712,-8.656263421617762,1397
pred_blend,87,110.69939111747851,144.74179100025933,-8.592084527220644,1396
pred_blend,88,111.09974910394264,145.24771142991287,-8.571792114695352,1395
pred_blend,89,111.4238880918221,145.69809877404083,-8.607317073170746,1394
pred_blend,90,111.83729361091169,146.13116398366853,-8.655743000717889,1393
pred_blend,91,112.1857040229885,146.54793577000078,-8.687859195402313,1392
pred_blend,92,112.57235801581595,146.97316463658458,-8.705859094176866,1391
pred_blend,93,112.85223021582732,147.4274415608568,-8.771438848920877,1390
pred_blend,94,113.17667386609071,147.79945235808762,-8.823038156947458,1389
pred_blend,95,113.60471902017291,148.15683654512077,-8.82064121037465,1388
pred_blend,96,113.95796683489547,148.44137243042005,-8.872530641672686,1387
pred_lgbm,1,58.5625808358486,75.9586008068926,16.662453727185618,1510
pred_lgbm,2,58.546152038769506,76.18664794107892,16.633148002725868,1503
pred_lgbm,3,58.84596319965286,76.94853126248485,16.34138655491558,1498
pred_lgbm,4,59.55297066669976,78.03565583096987,16.0489018294417,1495
pred_lgbm,5,60.19341327742982,79.1356917655237,15.883308962255194,1492
pred_lgbm,6,60.74912842750793,80.01447614010877,15.283219089467106,1488
pred_lgbm,7,61.37166200358889,80.90570529094093,15.644765575644136,1483
pred_lgbm,8,61.775907074781216,81.60242879454073,15.644128288973217,1480
pred_lgbm,9,62.22599778884722,82.40506979174177,15.672025493796085,1478
pred_lgbm,10,63.03727460978019,83.55805026546709,14.773777591773236,1476
pred_lgbm,11,63.631528267377476,84.44040891680652,14.257299093942757,1474
pred_lgbm,12,64.65598899476852,85.59872934551014,13.144749737025842,1473
pred_lgbm,13,65.44053910110601,86.49795213637285,12.465113668379589,1472
pred_lgbm,14,66.41931665924125,87.598831505061,11.329094321601469,1472
pred_lgbm,15,67.40142503327671,88.7407234535539,10.214760167201897,1472
pred_lgbm,16,68.57497653834461,90.01046113203884,9.306588983566105,1472
pred_lgbm,17,69.25169341692857,90.7343288082005,8.55555697785685,1473
pred_lgbm,18,69.81818416914611,91.22100079179071,7.598492591063249,1474
pred_lgbm,19,70.38976483612524,91.85407970787104,7.065714646739306,1472
pred_lgbm,20,70.65727615180384,92.32197319286183,6.391718841489272,1470
pred_lgbm,21,70.97003453389355,92.85090358768595,5.5634212084147325,1469
pred_lgbm,22,71.5611447240934,93.67100133759382,4.610882546400154,1469
pred_lgbm,23,72.02556571358146,94.38662127387498,3.4067824620813267,1469
pred_lgbm,24,72.47802779320342,94.95118420023502,3.214389415014632,1468
pred_lgbm,25,72.46703756562525,95.24431357872437,2.298298154734439,1465
pred_lgbm,26,72.62973230123883,95.7478612484638,1.4556100252418869,1462
pred_lgbm,27,72.51846289651672,95.80159857839405,1.0625769683340391,1460
pred_lgbm,28,73.01056485016187,96.60902282098613,-0.49524600211172687,1458
pred_lgbm,29,73.32167191594951,97.17358991639415,-1.2006898906585324,1456
pred_lgbm,30,73.88770342892343,97.89204505447803,-2.1766298510387774,1454
pred_lgbm,31,73.7848788694964,97.81739404964716,-2.0611811250868164,1452
pred_lgbm,32,73.87438148157614,97.76844427953523,-1.8083990487585857,1451
pred_lgbm,33,74.1494038406023,98.17399568060245,-2.3281079372077906,1450
pred_lgbm,34,74.1058007356971,97.97135950280718,-1.8785835083499935,1449
pred_lgbm,35,73.89244273288772,97.57041259517678,-1.150672192152976,1448
pred_lgbm,36,74.42527303162183,98.4019188596324,-2.404056325316339,1447
pred_lgbm,37,74.87444463027819,98.92986940433224,-2.8520438249980016,1446
pred_lgbm,38,75.36108272698557,99.5117979825776,-3.285844847041252,1445
pred_lgbm,39,75.09978409773198,99.0948084470532,-2.1663293602029525,1444
pred_lgbm,40,75.0943497469287,99.09482284827895,-2.311010781766979,1443
pred_lgbm,41,75.21020921692401,99.2532377201819,-2.576704477496626,1442
pred_lgbm,42,75.30218820935704,99.50312418418703,-3.0361712899026068,1441
pred_lgbm,43,75.49852714896103,99.83725663521834,-3.182058731869823,1440
pred_lgbm,44,75.5844801265744,99.9510693237143,-3.366378644199077,1439
pred_lgbm,45,75.571844323841,99.79671569473591,-3.0622187607482716,1438
pred_lgbm,46,75.4515454299552,99.41008842236377,-1.7499102781603535,1437
pred_lgbm,47,75.60946135988614,99.3864888498511,-0.44830083856756464,1436
pred_lgbm,48,75.72060401577934,99.39152440042373,0.4465090907568514,1435
pred_lgbm,49,75.69374891558678,99.41836603634425,0.9097550495206959,1434
pred_lgbm,50,75.98187250414573,99.79574250853923,1.3273081971132208,1433
pred_lgbm,51,76.5049689466482,100.34414054894144,2.6603145246943964,1432
pred_lgbm,52,76.46817280250889,100.22874983889862,3.4133920884192537,1431
pred_lgbm,53,76.3635020931337,100.09626125528037,4.091348413427636,1430
pred_lgbm,54,76.35379841746584,100.07200811145579,4.099757636914869,1429
pred_lgbm,55,76.12820558090868,99.79453872759657,4.833124525910718,1428
pred_lgbm,56,76.31179411663531,99.87785081099054,5.416649154239423,1427
pred_lgbm,57,76.24585188231774,99.65497740109546,6.219796423169588,1426
pred_lgbm,58,76.16520454936979,99.44560016345986,6.387630351087306,1425
pred_lgbm,59,76.05508029480312,99.22442647019521,7.410385133711167,1424
pred_lgbm,60,75.92528419628282,99.0665289743195,7.425805224345319,1423
pred_lgbm,61,75.98959480340336,98.99289808702162,8.520602045984418,1422
pred_lgbm,62,76.03617601138907,98.83436667129156,8.734767244598533,1421
pred_lgbm,63,76.09378863566819,98.63360866776424,9.404399886748052,1420
pred_lgbm,64,76.11951551968008,98.40862951383812,10.128719436355373,1419
pred_lgbm,65,76.1119980420569,98.19719333561862,10.182408887593624,1418
pred_lgbm,66,76.75711288052813,98.37503075778889,12.17466554034415,1417
pred_lgbm,67,76.77519389914049,98.22557036316641,12.188076892515808,1416
pred_lgbm,68,76.87824359218958,98.21003637655888,12.09029138878551,1415
pred_lgbm,69,77.07886199390029,98.233651209965,11.921122813250106,1414
pred_lgbm,70,77.26000578352196,98.28272441728298,11.767197974579181,1413
pred_lgbm,71,77.40526643004223,98.23513579674126,11.637923596931081,1412
pred_lgbm,72,77.4714648399579,98.15478048052185,11.457906906533875,1411
pred_lgbm,73,77.33877315793595,97.84401967652617,10.961844499272447,1410
pred_lgbm,74,77.22211797056823,97.6242226987443,10.84276804889045,1409
pred_lgbm,75,77.19161163290329,97.43327009556025,10.907853495888423,1408
pred_lgbm,76,77.1608517592505,97.32055768983726,11.040175050098542,1407
pred_lgbm,77,77.11481193858125,97.22713974439613,11.002570473036185,1406
pred_lgbm,78,77.11793860582615,97.15539943430791,10.796206826695988,1405
pred_lgbm,79,76.97368410854254,96.97429894651604,10.961357624499854,1404
pred_lgbm,80,76.89234331684958,96.87135063333702,11.095403088437576,1403
pred_lgbm,81,77.09096170818252,96.91289747941558,12.287509239955382,1402
pred_lgbm,82,76.82677300329463,96.70001551280066,12.431045922790078,1401
pred_lgbm,83,76.7194825821952,96.63798253836381,12.652537670837605,1400
pred_lgbm,84,76.62858996104447,96.43083309413306,12.994346152624157,1399
pred_lgbm,85,76.70203217822186,96.58037725936855,13.439942853917136,1398
pred_lgbm,86,76.94654454293747,96.75763555659279,14.060329350930054,1397
pred_lgbm,87,77.15525764710175,96.99820245397002,14.359901956342213,1396
pred_lgbm,88,77.40845474330648,97.30909865622662,14.554324426881257,1395
pred_lgbm,89,77.81186409696282,97.69361331393033,14.942795915080694,1394
pred_lgbm,90,78.30938850422602,97.99692319170508,15.855666433635706,1393
pred_lgbm,91,78.42136976254747,98.25499229214597,15.941356883743955,1392
pred_lgbm,92,78.673497925233,98.59565247196258,16.31132856371308,1391
pred_lgbm,93,78.7619808581609,98.91217541459851,16.269561136612662,1390
pred_lgbm,94,78.87070767795143,99.23481880557686,16.212504859932817,1389
pred_lgbm,95,79.23692225833075,99.62374389150037,16.274674381862646,1388
pred_lgbm,96,79.58250385257402,100.00953365887962,16.30554803314117,1387
